1,148
1,193
1,693
2,51
2,235
2,568
3,91
3,182
4,127
4,329
5,212
5,260
5,322
5,360
5,362
5,569
6,545
7,4
7,344
7,670
8,4
8,683
9,199
9,534
9,569
9,571
9,627
9,631
14,360
14,628
14,629
15,40
16,20
16,151
16,155
16,455
16,496
16,538
16,554
18,20
18,316
19,515
20,310
20,466
20,529
20,531
21,110
22,199
23,4
23,22
23,131
23,202
23,329
23,347
24,171
25,22
25,189
25,518
